ts_start,ts_end,price
2023-07-07 07:00:00,2023-07-07 08:00:00,0.132150
2023-07-07 06:00:00,2023-07-07 07:00:00,0.101250
2023-07-07 05:00:00,2023-07-07 06:00:00,0.050400
2023-07-07 04:00:00,2023-07-07 05:00:00,0.049580
2023-07-07 03:00:00,2023-07-07 04:00:00,0.050900
2023-07-07 02:00:00,2023-07-07 03:00:00,0.053670
2023-07-07 01:00:00,2023-07-07 02:00:00,0.081900
2023-07-07 00:00:00,2023-07-07 01:00:00,0.118980
2023-07-06 23:00:00,2023-07-07 00:00:00,0.136740
2023-07-06 22:00:00,2023-07-06 23:00:00,0.181870
2023-07-06 21:00:00,2023-07-06 22:00:00,0.182190
2023-07-06 20:00:00,2023-07-06 21:00:00,0.157160
2023-07-06 19:00:00,2023-07-06 20:00:00,0.128770
2023-07-06 18:00:00,2023-07-06 19:00:00,0.102360
2023-07-06 17:00:00,2023-07-06 18:00:00,0.088100
2023-07-06 16:00:00,2023-07-06 17:00:00,0.084050
2023-07-06 15:00:00,2023-07-06 16:00:00,0.079190
2023-07-06 14:00:00,2023-07-06 15:00:00,0.079680
2023-07-06 13:00:00,2023-07-06 14:00:00,0.080950
2023-07-06 12:00:00,2023-07-06 13:00:00,0.086140
2023-07-06 11:00:00,2023-07-06 12:00:00,0.095060
2023-07-06 10:00:00,2023-07-06 11:00:00,0.110970
2023-07-06 09:00:00,2023-07-06 10:00:00,0.124850
2023-07-06 08:00:00,2023-07-06 09:00:00,0.145020
2023-07-06 07:00:00,2023-07-06 08:00:00,0.113750
2023-07-06 06:00:00,2023-07-06 07:00:00,0.094370
2023-07-06 05:00:00,2023-07-06 06:00:00,0.041360
2023-07-06 04:00:00,2023-07-06 05:00:00,0.036990
2023-07-06 03:00:00,2023-07-06 04:00:00,0.036790
2023-07-06 02:00:00,2023-07-06 03:00:00,0.037300
2023-07-06 01:00:00,2023-07-06 02:00:00,0.040540
2023-07-06 00:00:00,2023-07-06 01:00:00,0.115020
2023-07-05 23:00:00,2023-07-06 00:00:00,0.095070
2023-07-05 22:00:00,2023-07-05 23:00:00,0.155300
2023-07-05 21:00:00,2023-07-05 22:00:00,0.162910
2023-07-05 20:00:00,2023-07-05 21:00:00,0.163550
2023-07-05 19:00:00,2023-07-05 20:00:00,0.163030
2023-07-05 18:00:00,2023-07-05 19:00:00,0.162660
2023-07-05 17:00:00,2023-07-05 18:00:00,0.081250
2023-07-05 16:00:00,2023-07-05 17:00:00,0.041450
2023-07-05 15:00:00,2023-07-05 16:00:00,0.043140
2023-07-05 14:00:00,2023-07-05 15:00:00,0.073460
2023-07-05 13:00:00,2023-07-05 14:00:00,0.103960
2023-07-05 12:00:00,2023-07-05 13:00:00,0.104210
2023-07-05 11:00:00,2023-07-05 12:00:00,0.073440
2023-07-05 10:00:00,2023-07-05 11:00:00,0.082400
2023-07-05 09:00:00,2023-07-05 10:00:00,0.098350
2023-07-05 08:00:00,2023-07-05 09:00:00,0.143520
2023-07-05 07:00:00,2023-07-05 08:00:00,0.085060
2023-07-05 06:00:00,2023-07-05 07:00:00,0.066240
2023-07-05 05:00:00,2023-07-05 06:00:00,0.049690
2023-07-05 04:00:00,2023-07-05 05:00:00,0.082790
2023-07-05 03:00:00,2023-07-05 04:00:00,0.030730
2023-07-05 02:00:00,2023-07-05 03:00:00,0.034570
2023-07-05 01:00:00,2023-07-05 02:00:00,0.043630
2023-07-05 00:00:00,2023-07-05 01:00:00,0.065890
2023-07-04 23:00:00,2023-07-05 00:00:00,0.124380
2023-07-04 22:00:00,2023-07-04 23:00:00,0.151490
2023-07-04 21:00:00,2023-07-04 22:00:00,0.183550
2023-07-04 20:00:00,2023-07-04 21:00:00,0.166410
2023-07-04 19:00:00,2023-07-04 20:00:00,0.124160
2023-07-04 18:00:00,2023-07-04 19:00:00,0.093680
2023-07-04 17:00:00,2023-07-04 18:00:00,0.067530
2023-07-04 16:00:00,2023-07-04 17:00:00,0.039220
2023-07-04 15:00:00,2023-07-04 16:00:00,0.060860
2023-07-04 14:00:00,2023-07-04 15:00:00,0.023860
2023-07-04 13:00:00,2023-07-04 14:00:00,0.024190
2023-07-04 12:00:00,2023-07-04 13:00:00,0.023570
2023-07-04 11:00:00,2023-07-04 12:00:00,0.037150
2023-07-04 10:00:00,2023-07-04 11:00:00,0.073880
2023-07-04 09:00:00,2023-07-04 10:00:00,0.095050
2023-07-04 08:00:00,2023-07-04 09:00:00,0.119970
2023-07-04 07:00:00,2023-07-04 08:00:00,0.116090
2023-07-04 06:00:00,2023-07-04 07:00:00,0.024950
2023-07-04 05:00:00,2023-07-04 06:00:00,0.021670
2023-07-04 04:00:00,2023-07-04 05:00:00,0.019800
2023-07-04 03:00:00,2023-07-04 04:00:00,0.020000
2023-07-04 02:00:00,2023-07-04 03:00:00,0.021530
2023-07-04 01:00:00,2023-07-04 02:00:00,0.022700
2023-07-04 00:00:00,2023-07-04 01:00:00,0.036950
2023-07-03 23:00:00,2023-07-04 00:00:00,0.045370
2023-07-03 22:00:00,2023-07-03 23:00:00,0.051170
2023-07-03 21:00:00,2023-07-03 22:00:00,0.053880
2023-07-03 20:00:00,2023-07-03 21:00:00,0.084400
2023-07-03 19:00:00,2023-07-03 20:00:00,0.052500
2023-07-03 18:00:00,2023-07-03 19:00:00,0.021960
2023-07-03 17:00:00,2023-07-03 18:00:00,0.017110
2023-07-03 16:00:00,2023-07-03 17:00:00,0.009990
2023-07-03 15:00:00,2023-07-03 16:00:00,0.011090
2023-07-03 14:00:00,2023-07-03 15:00:00,0.014740
2023-07-03 13:00:00,2023-07-03 14:00:00,0.016500
2023-07-03 12:00:00,2023-07-03 13:00:00,0.017350
2023-07-03 11:00:00,2023-07-03 12:00:00,0.021060
2023-07-03 10:00:00,2023-07-03 11:00:00,0.041660
2023-07-03 09:00:00,2023-07-03 10:00:00,0.057660
2023-07-03 08:00:00,2023-07-03 09:00:00,0.055300
2023-07-03 07:00:00,2023-07-03 08:00:00,0.039940
2023-07-03 06:00:00,2023-07-03 07:00:00,0.017970
2023-07-03 05:00:00,2023-07-03 06:00:00,0.009910
2023-07-03 04:00:00,2023-07-03 05:00:00,0.009930
2023-07-03 03:00:00,2023-07-03 04:00:00,0.017740
2023-07-03 02:00:00,2023-07-03 03:00:00,0.019970
2023-07-03 01:00:00,2023-07-03 02:00:00,0.021500
2023-07-03 00:00:00,2023-07-03 01:00:00,0.016830
2023-07-02 23:00:00,2023-07-03 00:00:00,0.021330
2023-07-02 22:00:00,2023-07-02 23:00:00,0.028280
2023-07-02 21:00:00,2023-07-02 22:00:00,0.028470
2023-07-02 20:00:00,2023-07-02 21:00:00,0.004970
2023-07-02 19:00:00,2023-07-02 20:00:00,0.000000
2023-07-02 18:00:00,2023-07-02 19:00:00,-0.000030
2023-07-02 17:00:00,2023-07-02 18:00:00,0.000000
2023-07-02 16:00:00,2023-07-02 17:00:00,-0.000080
2023-07-02 15:00:00,2023-07-02 16:00:00,0.000000
2023-07-02 14:00:00,2023-07-02 15:00:00,0.000000
2023-07-02 13:00:00,2023-07-02 14:00:00,0.000000
2023-07-02 12:00:00,2023-07-02 13:00:00,0.000000
2023-07-02 11:00:00,2023-07-02 12:00:00,0.000010
2023-07-02 10:00:00,2023-07-02 11:00:00,0.000010
2023-07-02 09:00:00,2023-07-02 10:00:00,-0.000100
2023-07-02 08:00:00,2023-07-02 09:00:00,0.000000
2023-07-02 07:00:00,2023-07-02 08:00:00,-0.000020
2023-07-02 06:00:00,2023-07-02 07:00:00,-0.000050
2023-07-02 05:00:00,2023-07-02 06:00:00,-0.000030
2023-07-02 04:00:00,2023-07-02 05:00:00,0.000000
2023-07-02 03:00:00,2023-07-02 04:00:00,0.000010
2023-07-02 02:00:00,2023-07-02 03:00:00,0.003170
2023-07-02 01:00:00,2023-07-02 02:00:00,0.016450
2023-07-02 00:00:00,2023-07-02 01:00:00,0.045340
2023-07-01 23:00:00,2023-07-02 00:00:00,0.055120
2023-07-01 22:00:00,2023-07-01 23:00:00,0.122950
2023-07-01 21:00:00,2023-07-01 22:00:00,0.147160
2023-07-01 20:00:00,2023-07-01 21:00:00,0.084700
2023-07-01 19:00:00,2023-07-01 20:00:00,0.067880
2023-07-01 18:00:00,2023-07-01 19:00:00,0.052400
2023-07-01 17:00:00,2023-07-01 18:00:00,0.012670
2023-07-01 16:00:00,2023-07-01 17:00:00,0.000990
2023-07-01 15:00:00,2023-07-01 16:00:00,0.000070
2023-07-01 14:00:00,2023-07-01 15:00:00,0.004430
2023-07-01 13:00:00,2023-07-01 14:00:00,0.016830
2023-07-01 12:00:00,2023-07-01 13:00:00,0.024610
2023-07-01 11:00:00,2023-07-01 12:00:00,0.043800
2023-07-01 10:00:00,2023-07-01 11:00:00,0.064510
2023-07-01 09:00:00,2023-07-01 10:00:00,0.099060
2023-07-01 08:00:00,2023-07-01 09:00:00,0.111210
2023-07-01 07:00:00,2023-07-01 08:00:00,0.111740
2023-07-01 06:00:00,2023-07-01 07:00:00,0.084690
2023-07-01 05:00:00,2023-07-01 06:00:00,0.019770
2023-07-01 04:00:00,2023-07-01 05:00:00,0.019960
2023-07-01 03:00:00,2023-07-01 04:00:00,0.084690
2023-07-01 02:00:00,2023-07-01 03:00:00,0.132530
2023-07-01 01:00:00,2023-07-01 02:00:00,0.134850
2023-07-01 00:00:00,2023-07-01 01:00:00,0.095750
2023-06-30 23:00:00,2023-07-01 00:00:00,0.127120
2023-06-30 22:00:00,2023-06-30 23:00:00,0.135040
2023-06-30 21:00:00,2023-06-30 22:00:00,0.135080
2023-06-30 20:00:00,2023-06-30 21:00:00,0.144340
2023-06-30 19:00:00,2023-06-30 20:00:00,0.135100
2023-06-30 18:00:00,2023-06-30 19:00:00,0.136900
2023-06-30 17:00:00,2023-06-30 18:00:00,0.121830
2023-06-30 16:00:00,2023-06-30 17:00:00,0.090400
2023-06-30 15:00:00,2023-06-30 16:00:00,0.088460
2023-06-30 14:00:00,2023-06-30 15:00:00,0.091520
2023-06-30 13:00:00,2023-06-30 14:00:00,0.099490
2023-06-30 12:00:00,2023-06-30 13:00:00,0.102970
2023-06-30 11:00:00,2023-06-30 12:00:00,0.109610
2023-06-30 10:00:00,2023-06-30 11:00:00,0.125900
2023-06-30 09:00:00,2023-06-30 10:00:00,0.132920
2023-06-30 08:00:00,2023-06-30 09:00:00,0.138010
2023-06-30 07:00:00,2023-06-30 08:00:00,0.134170
2023-06-30 06:00:00,2023-06-30 07:00:00,0.111350
2023-06-30 05:00:00,2023-06-30 06:00:00,0.093810
2023-06-30 04:00:00,2023-06-30 05:00:00,0.095300
2023-06-30 03:00:00,2023-06-30 04:00:00,0.094240
2023-06-30 02:00:00,2023-06-30 03:00:00,0.100920
2023-06-30 01:00:00,2023-06-30 02:00:00,0.117060
2023-06-30 00:00:00,2023-06-30 01:00:00,0.121110
2023-06-29 23:00:00,2023-06-30 00:00:00,0.141810
2023-06-29 22:00:00,2023-06-29 23:00:00,0.154730
2023-06-29 21:00:00,2023-06-29 22:00:00,0.171580
2023-06-29 20:00:00,2023-06-29 21:00:00,0.166250
2023-06-29 19:00:00,2023-06-29 20:00:00,0.139190
2023-06-29 18:00:00,2023-06-29 19:00:00,0.112030
2023-06-29 17:00:00,2023-06-29 18:00:00,0.101120
2023-06-29 16:00:00,2023-06-29 17:00:00,0.100000
2023-06-29 15:00:00,2023-06-29 16:00:00,0.098600
2023-06-29 14:00:00,2023-06-29 15:00:00,0.098240
2023-06-29 13:00:00,2023-06-29 14:00:00,0.099990
2023-06-29 12:00:00,2023-06-29 13:00:00,0.098600
2023-06-29 11:00:00,2023-06-29 12:00:00,0.105950
2023-06-29 10:00:00,2023-06-29 11:00:00,0.116390
2023-06-29 09:00:00,2023-06-29 10:00:00,0.130310
2023-06-29 08:00:00,2023-06-29 09:00:00,0.130650
2023-06-29 07:00:00,2023-06-29 08:00:00,0.123980
2023-06-29 06:00:00,2023-06-29 07:00:00,0.104460
2023-06-29 05:00:00,2023-06-29 06:00:00,0.099780
2023-06-29 04:00:00,2023-06-29 05:00:00,0.095730
2023-06-29 03:00:00,2023-06-29 04:00:00,0.101720
2023-06-29 02:00:00,2023-06-29 03:00:00,0.110060
2023-06-29 01:00:00,2023-06-29 02:00:00,0.119460
2023-06-29 00:00:00,2023-06-29 01:00:00,0.121100
2023-06-28 23:00:00,2023-06-29 00:00:00,0.140000
2023-06-28 22:00:00,2023-06-28 23:00:00,0.157600
2023-06-28 21:00:00,2023-06-28 22:00:00,0.166370
2023-06-28 20:00:00,2023-06-28 21:00:00,0.155180
2023-06-28 19:00:00,2023-06-28 20:00:00,0.138870
2023-06-28 18:00:00,2023-06-28 19:00:00,0.107080
2023-06-28 17:00:00,2023-06-28 18:00:00,0.097600
2023-06-28 16:00:00,2023-06-28 17:00:00,0.095390
2023-06-28 15:00:00,2023-06-28 16:00:00,0.095590
2023-06-28 14:00:00,2023-06-28 15:00:00,0.097420
2023-06-28 13:00:00,2023-06-28 14:00:00,0.101180
2023-06-28 12:00:00,2023-06-28 13:00:00,0.099300
2023-06-28 11:00:00,2023-06-28 12:00:00,0.101890
2023-06-28 10:00:00,2023-06-28 11:00:00,0.113820
2023-06-28 09:00:00,2023-06-28 10:00:00,0.127920
2023-06-28 08:00:00,2023-06-28 09:00:00,0.131500
2023-06-28 07:00:00,2023-06-28 08:00:00,0.116040
2023-06-28 06:00:00,2023-06-28 07:00:00,0.094170
2023-06-28 05:00:00,2023-06-28 06:00:00,0.087180
2023-06-28 04:00:00,2023-06-28 05:00:00,0.086360
2023-06-28 03:00:00,2023-06-28 04:00:00,0.087390
2023-06-28 02:00:00,2023-06-28 03:00:00,0.090750
2023-06-28 01:00:00,2023-06-28 02:00:00,0.098500
2023-06-28 00:00:00,2023-06-28 01:00:00,0.113380
2023-06-27 23:00:00,2023-06-28 00:00:00,0.122060
2023-06-27 22:00:00,2023-06-27 23:00:00,0.155650
2023-06-27 21:00:00,2023-06-27 22:00:00,0.159210
2023-06-27 20:00:00,2023-06-27 21:00:00,0.136230
2023-06-27 19:00:00,2023-06-27 20:00:00,0.117450
2023-06-27 18:00:00,2023-06-27 19:00:00,0.096400
2023-06-27 17:00:00,2023-06-27 18:00:00,0.089050
2023-06-27 16:00:00,2023-06-27 17:00:00,0.102610
2023-06-27 15:00:00,2023-06-27 16:00:00,0.102900
2023-06-27 14:00:00,2023-06-27 15:00:00,0.100710
2023-06-27 13:00:00,2023-06-27 14:00:00,0.088120
2023-06-27 12:00:00,2023-06-27 13:00:00,0.087490
2023-06-27 11:00:00,2023-06-27 12:00:00,0.090000
2023-06-27 10:00:00,2023-06-27 11:00:00,0.102210
2023-06-27 09:00:00,2023-06-27 10:00:00,0.127240
2023-06-27 08:00:00,2023-06-27 09:00:00,0.130000
2023-06-27 07:00:00,2023-06-27 08:00:00,0.115290
2023-06-27 06:00:00,2023-06-27 07:00:00,0.092210
2023-06-27 05:00:00,2023-06-27 06:00:00,0.089070
2023-06-27 04:00:00,2023-06-27 05:00:00,0.094230
2023-06-27 03:00:00,2023-06-27 04:00:00,0.093510
2023-06-27 02:00:00,2023-06-27 03:00:00,0.101020
2023-06-27 01:00:00,2023-06-27 02:00:00,0.115100
2023-06-27 00:00:00,2023-06-27 01:00:00,0.143930
2023-06-26 23:00:00,2023-06-27 00:00:00,0.164320
2023-06-26 22:00:00,2023-06-26 23:00:00,0.198420
2023-06-26 21:00:00,2023-06-26 22:00:00,0.216470
2023-06-26 20:00:00,2023-06-26 21:00:00,0.203130
2023-06-26 19:00:00,2023-06-26 20:00:00,0.150390
2023-06-26 18:00:00,2023-06-26 19:00:00,0.140030
2023-06-26 17:00:00,2023-06-26 18:00:00,0.123220
2023-06-26 16:00:00,2023-06-26 17:00:00,0.108160
2023-06-26 15:00:00,2023-06-26 16:00:00,0.088820
2023-06-26 14:00:00,2023-06-26 15:00:00,0.080590
2023-06-26 13:00:00,2023-06-26 14:00:00,0.089130
2023-06-26 12:00:00,2023-06-26 13:00:00,0.082840
2023-06-26 11:00:00,2023-06-26 12:00:00,0.087900
2023-06-26 10:00:00,2023-06-26 11:00:00,0.101520
2023-06-26 09:00:00,2023-06-26 10:00:00,0.120600
2023-06-26 08:00:00,2023-06-26 09:00:00,0.132450
2023-06-26 07:00:00,2023-06-26 08:00:00,0.124640
2023-06-26 06:00:00,2023-06-26 07:00:00,0.101270
2023-06-26 05:00:00,2023-06-26 06:00:00,0.086550
2023-06-26 04:00:00,2023-06-26 05:00:00,0.088100
2023-06-26 03:00:00,2023-06-26 04:00:00,0.095410
2023-06-26 02:00:00,2023-06-26 03:00:00,0.107960
2023-06-26 01:00:00,2023-06-26 02:00:00,0.118060
2023-06-26 00:00:00,2023-06-26 01:00:00,0.119000
2023-06-25 23:00:00,2023-06-26 00:00:00,0.141810
2023-06-25 22:00:00,2023-06-25 23:00:00,0.159520
2023-06-25 21:00:00,2023-06-25 22:00:00,0.163020
2023-06-25 20:00:00,2023-06-25 21:00:00,0.126930
2023-06-25 19:00:00,2023-06-25 20:00:00,0.106100
2023-06-25 18:00:00,2023-06-25 19:00:00,0.059230
2023-06-25 17:00:00,2023-06-25 18:00:00,0.021650
2023-06-25 16:00:00,2023-06-25 17:00:00,0.005530
2023-06-25 15:00:00,2023-06-25 16:00:00,0.000960
2023-06-25 14:00:00,2023-06-25 15:00:00,0.000990
2023-06-25 13:00:00,2023-06-25 14:00:00,0.000890
2023-06-25 12:00:00,2023-06-25 13:00:00,0.000190
2023-06-25 11:00:00,2023-06-25 12:00:00,0.009920
2023-06-25 10:00:00,2023-06-25 11:00:00,0.032550
2023-06-25 09:00:00,2023-06-25 10:00:00,0.054000
2023-06-25 08:00:00,2023-06-25 09:00:00,0.077470
2023-06-25 07:00:00,2023-06-25 08:00:00,0.053590
2023-06-25 06:00:00,2023-06-25 07:00:00,0.046390
2023-06-25 05:00:00,2023-06-25 06:00:00,0.042650
2023-06-25 04:00:00,2023-06-25 05:00:00,0.034780
2023-06-25 03:00:00,2023-06-25 04:00:00,0.038120
2023-06-25 02:00:00,2023-06-25 03:00:00,0.045690
2023-06-25 01:00:00,2023-06-25 02:00:00,0.049470
2023-06-25 00:00:00,2023-06-25 01:00:00,0.115470
2023-06-24 23:00:00,2023-06-25 00:00:00,0.130490
2023-06-24 22:00:00,2023-06-24 23:00:00,0.147830
2023-06-24 21:00:00,2023-06-24 22:00:00,0.140890
2023-06-24 20:00:00,2023-06-24 21:00:00,0.129600
2023-06-24 19:00:00,2023-06-24 20:00:00,0.099530
2023-06-24 18:00:00,2023-06-24 19:00:00,0.080980
2023-06-24 17:00:00,2023-06-24 18:00:00,0.028200
2023-06-24 16:00:00,2023-06-24 17:00:00,0.010000
2023-06-24 15:00:00,2023-06-24 16:00:00,0.048100
2023-06-24 14:00:00,2023-06-24 15:00:00,0.001900
2023-06-24 13:00:00,2023-06-24 14:00:00,0.014990
2023-06-24 12:00:00,2023-06-24 13:00:00,0.025000
2023-06-24 11:00:00,2023-06-24 12:00:00,0.057640
2023-06-24 10:00:00,2023-06-24 11:00:00,0.081690
2023-06-24 09:00:00,2023-06-24 10:00:00,0.090570
2023-06-24 08:00:00,2023-06-24 09:00:00,0.092310
2023-06-24 07:00:00,2023-06-24 08:00:00,0.091550
2023-06-24 06:00:00,2023-06-24 07:00:00,0.092030
2023-06-24 05:00:00,2023-06-24 06:00:00,0.094330
2023-06-24 04:00:00,2023-06-24 05:00:00,0.089040
2023-06-24 03:00:00,2023-06-24 04:00:00,0.102820
2023-06-24 02:00:00,2023-06-24 03:00:00,0.109700
2023-06-24 01:00:00,2023-06-24 02:00:00,0.117270
2023-06-24 00:00:00,2023-06-24 01:00:00,0.119390
2023-06-23 23:00:00,2023-06-24 00:00:00,0.127930
2023-06-23 22:00:00,2023-06-23 23:00:00,0.135110
2023-06-23 21:00:00,2023-06-23 22:00:00,0.133810
2023-06-23 20:00:00,2023-06-23 21:00:00,0.142070
2023-06-23 19:00:00,2023-06-23 20:00:00,0.149160
2023-06-23 18:00:00,2023-06-23 19:00:00,0.165110
2023-06-23 17:00:00,2023-06-23 18:00:00,0.150200
2023-06-23 16:00:00,2023-06-23 17:00:00,0.153780
2023-06-23 15:00:00,2023-06-23 16:00:00,0.150210
2023-06-23 14:00:00,2023-06-23 15:00:00,0.099430
2023-06-23 13:00:00,2023-06-23 14:00:00,0.096710
2023-06-23 12:00:00,2023-06-23 13:00:00,0.098110
2023-06-23 11:00:00,2023-06-23 12:00:00,0.133700
2023-06-23 10:00:00,2023-06-23 11:00:00,0.135560
2023-06-23 09:00:00,2023-06-23 10:00:00,0.147890
2023-06-23 08:00:00,2023-06-23 09:00:00,0.144980
2023-06-23 07:00:00,2023-06-23 08:00:00,0.115090
2023-06-23 06:00:00,2023-06-23 07:00:00,0.094560
2023-06-23 05:00:00,2023-06-23 06:00:00,0.090940
2023-06-23 04:00:00,2023-06-23 05:00:00,0.091280
2023-06-23 03:00:00,2023-06-23 04:00:00,0.091790
2023-06-23 02:00:00,2023-06-23 03:00:00,0.095200
2023-06-23 01:00:00,2023-06-23 02:00:00,0.109490
2023-06-23 00:00:00,2023-06-23 01:00:00,0.121560
2023-06-22 23:00:00,2023-06-23 00:00:00,0.134340
2023-06-22 22:00:00,2023-06-22 23:00:00,0.147180
2023-06-22 21:00:00,2023-06-22 22:00:00,0.161430
2023-06-22 20:00:00,2023-06-22 21:00:00,0.157430
2023-06-22 19:00:00,2023-06-22 20:00:00,0.137300
2023-06-22 18:00:00,2023-06-22 19:00:00,0.125850
2023-06-22 17:00:00,2023-06-22 18:00:00,0.108200
2023-06-22 16:00:00,2023-06-22 17:00:00,0.106930
2023-06-22 15:00:00,2023-06-22 16:00:00,0.105510
2023-06-22 14:00:00,2023-06-22 15:00:00,0.105840
2023-06-22 13:00:00,2023-06-22 14:00:00,0.106490
2023-06-22 12:00:00,2023-06-22 13:00:00,0.107130
2023-06-22 11:00:00,2023-06-22 12:00:00,0.115080
2023-06-22 10:00:00,2023-06-22 11:00:00,0.130660
2023-06-22 09:00:00,2023-06-22 10:00:00,0.154460
2023-06-22 08:00:00,2023-06-22 09:00:00,0.155440
2023-06-22 07:00:00,2023-06-22 08:00:00,0.139580
2023-06-22 06:00:00,2023-06-22 07:00:00,0.116530
2023-06-22 05:00:00,2023-06-22 06:00:00,0.107020
2023-06-22 04:00:00,2023-06-22 05:00:00,0.041070
2023-06-22 03:00:00,2023-06-22 04:00:00,0.106850
2023-06-22 02:00:00,2023-06-22 03:00:00,0.125140
2023-06-22 01:00:00,2023-06-22 02:00:00,0.133550
2023-06-22 00:00:00,2023-06-22 01:00:00,0.065040
2023-06-21 23:00:00,2023-06-22 00:00:00,0.138190
2023-06-21 22:00:00,2023-06-21 23:00:00,0.176870
2023-06-21 21:00:00,2023-06-21 22:00:00,0.186130
2023-06-21 20:00:00,2023-06-21 21:00:00,0.163490
2023-06-21 19:00:00,2023-06-21 20:00:00,0.138170
2023-06-21 18:00:00,2023-06-21 19:00:00,0.113620
2023-06-21 17:00:00,2023-06-21 18:00:00,0.099230
2023-06-21 16:00:00,2023-06-21 17:00:00,0.098160
2023-06-21 15:00:00,2023-06-21 16:00:00,0.092800
2023-06-21 14:00:00,2023-06-21 15:00:00,0.095350
2023-06-21 13:00:00,2023-06-21 14:00:00,0.098540
2023-06-21 12:00:00,2023-06-21 13:00:00,0.103810
2023-06-21 11:00:00,2023-06-21 12:00:00,0.110410
2023-06-21 10:00:00,2023-06-21 11:00:00,0.126670
2023-06-21 09:00:00,2023-06-21 10:00:00,0.144890
2023-06-21 08:00:00,2023-06-21 09:00:00,0.137670
2023-06-21 07:00:00,2023-06-21 08:00:00,0.127250
2023-06-21 06:00:00,2023-06-21 07:00:00,0.107180
2023-06-21 05:00:00,2023-06-21 06:00:00,0.103880
2023-06-21 04:00:00,2023-06-21 05:00:00,0.101430
2023-06-21 03:00:00,2023-06-21 04:00:00,0.105280
2023-06-21 02:00:00,2023-06-21 03:00:00,0.111090
2023-06-21 01:00:00,2023-06-21 02:00:00,0.119700
2023-06-21 00:00:00,2023-06-21 01:00:00,0.117380
2023-06-20 23:00:00,2023-06-21 00:00:00,0.134690
2023-06-20 22:00:00,2023-06-20 23:00:00,0.146400
2023-06-20 21:00:00,2023-06-20 22:00:00,0.161120
2023-06-20 20:00:00,2023-06-20 21:00:00,0.160590
2023-06-20 19:00:00,2023-06-20 20:00:00,0.140000
2023-06-20 18:00:00,2023-06-20 19:00:00,0.118640
2023-06-20 17:00:00,2023-06-20 18:00:00,0.105370
2023-06-20 16:00:00,2023-06-20 17:00:00,0.100880
2023-06-20 15:00:00,2023-06-20 16:00:00,0.094620
2023-06-20 14:00:00,2023-06-20 15:00:00,0.095430
2023-06-20 13:00:00,2023-06-20 14:00:00,0.100820
2023-06-20 12:00:00,2023-06-20 13:00:00,0.105610
2023-06-20 11:00:00,2023-06-20 12:00:00,0.114090
2023-06-20 10:00:00,2023-06-20 11:00:00,0.130070
2023-06-20 09:00:00,2023-06-20 10:00:00,0.148080
2023-06-20 08:00:00,2023-06-20 09:00:00,0.146140
2023-06-20 07:00:00,2023-06-20 08:00:00,0.136110
2023-06-20 06:00:00,2023-06-20 07:00:00,0.106690
2023-06-20 05:00:00,2023-06-20 06:00:00,0.102320
2023-06-20 04:00:00,2023-06-20 05:00:00,0.101370
2023-06-20 03:00:00,2023-06-20 04:00:00,0.104190
2023-06-20 02:00:00,2023-06-20 03:00:00,0.112300
2023-06-20 01:00:00,2023-06-20 02:00:00,0.129390
2023-06-20 00:00:00,2023-06-20 01:00:00,0.131890
2023-06-19 23:00:00,2023-06-20 00:00:00,0.146700
2023-06-19 22:00:00,2023-06-19 23:00:00,0.174200
2023-06-19 21:00:00,2023-06-19 22:00:00,0.193030
2023-06-19 20:00:00,2023-06-19 21:00:00,0.166220
2023-06-19 19:00:00,2023-06-19 20:00:00,0.137000
2023-06-19 18:00:00,2023-06-19 19:00:00,0.110080
2023-06-19 17:00:00,2023-06-19 18:00:00,0.098400
2023-06-19 16:00:00,2023-06-19 17:00:00,0.095210
2023-06-19 15:00:00,2023-06-19 16:00:00,0.088900
2023-06-19 14:00:00,2023-06-19 15:00:00,0.115050
2023-06-19 13:00:00,2023-06-19 14:00:00,0.094310
2023-06-19 12:00:00,2023-06-19 13:00:00,0.098300
2023-06-19 11:00:00,2023-06-19 12:00:00,0.105490
2023-06-19 10:00:00,2023-06-19 11:00:00,0.117010
2023-06-19 09:00:00,2023-06-19 10:00:00,0.148080
2023-06-19 08:00:00,2023-06-19 09:00:00,0.136870
2023-06-19 07:00:00,2023-06-19 08:00:00,0.119420
2023-06-19 06:00:00,2023-06-19 07:00:00,0.097140
2023-06-19 05:00:00,2023-06-19 06:00:00,0.095260
2023-06-19 04:00:00,2023-06-19 05:00:00,0.090790
2023-06-19 03:00:00,2023-06-19 04:00:00,0.089690
2023-06-19 02:00:00,2023-06-19 03:00:00,0.094840
2023-06-19 01:00:00,2023-06-19 02:00:00,0.101210
2023-06-19 00:00:00,2023-06-19 01:00:00,0.117880
2023-06-18 23:00:00,2023-06-19 00:00:00,0.138830
2023-06-18 22:00:00,2023-06-18 23:00:00,0.137370
2023-06-18 21:00:00,2023-06-18 22:00:00,0.139860
2023-06-18 20:00:00,2023-06-18 21:00:00,0.130740
2023-06-18 19:00:00,2023-06-18 20:00:00,0.107230
2023-06-18 18:00:00,2023-06-18 19:00:00,0.092180
2023-06-18 17:00:00,2023-06-18 18:00:00,0.071480
2023-06-18 16:00:00,2023-06-18 17:00:00,0.107250
2023-06-18 15:00:00,2023-06-18 16:00:00,0.037340
2023-06-18 14:00:00,2023-06-18 15:00:00,0.030100
2023-06-18 13:00:00,2023-06-18 14:00:00,0.045790
